5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 5 Flow (Veh/5 Minutes),Lane 5 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/12/2021 3:40,1,76.40,13,73.70,11,71.40,7,68.20,1,64.80,33,71.60,5,100.00
10/12/2021 3:45,0,76.40,10,74.00,17,71.70,9,69.00,4,64.70,40,71.00,5,100.00
10/12/2021 3:50,0,76.40,6,73.90,12,72.20,6,68.20,3,64.60,27,70.80,5,100.00
10/12/2021 3:55,0,76.40,7,74.00,10,72.40,8,68.90,4,64.30,29,70.70,5,100.00
10/12/2021 4:00,3,76.40,15,73.80,15,70.70,6,68.80,3,64.50,42,71.50,5,100.00
10/12/2021 4:05,0,76.40,12,73.80,11,71.60,2,68.70,4,64.00,29,71.30,5,100.00
10/12/2021 4:10,0,76.40,13,74.00,18,72.50,4,68.70,2,64.40,37,72.20,5,100.00
10/12/2021 4:15,0,76.40,12,74.10,13,72.50,3,69.30,0,64.40,28,72.80,5,100.00
10/12/2021 4:20,0,76.40,5,74.00,15,72.90,7,69.70,4,64.70,31,71.30,5,100.00
10/12/2021 4:25,0,76.40,18,73.20,17,72.10,12,70.20,8,64.80,55,71.00,5,100.00
10/12/2021 4:30,1,76.40,21,73.80,20,72.10,9,69.30,12,64.70,63,70.90,5,100.00
10/12/2021 4:35,5,76.40,32,74.00,28,68.70,19,69.80,14,64.70,98,70.50,5,100.00
10/12/2021 4:40,4,76.40,16,74.00,31,71.30,13,70.10,20,64.90,84,70.30,5,100.00
10/12/2021 4:45,5,76.40,23,73.70,26,69.80,13,69.70,13,65.00,80,70.50,5,100.00
10/12/2021 4:50,5,76.40,21,74.10,27,70.70,12,69.50,19,65.20,84,70.50,5,100.00
10/12/2021 4:55,2,76.40,18,74.10,30,71.60,13,69.10,12,64.90,75,70.80,5,100.00
10/12/2021 5:00,2,76.50,18,73.80,31,71.10,16,69.10,17,64.60,84,70.10,5,100.00
10/12/2021 5:05,2,76.50,22,73.80,27,71.30,15,67.60,15,64.20,81,70.10,5,100.00
10/12/2021 5:10,3,76.50,35,74.30,28,71.50,14,66.30,20,64.50,100,70.50,5,100.00
10/12/2021 5:15,5,76.50,27,74.00,28,72.40,18,62.80,13,64.60,91,70.10,5,100.00
10/12/2021 5:20,6,76.40,44,74.20,40,66.50,26,63.20,22,64.90,138,68.50,5,100.00
10/12/2021 5:25,11,76.40,38,74.20,42,66.80,28,66.60,10,64.00,129,69.50,5,100.00
10/12/2021 5:30,6,76.40,62,73.30,57,68.10,33,69.20,35,65.20,193,69.70,5,100.00
10/12/2021 5:35,9,76.40,64,73.90,61,73.20,27,71.10,31,63.80,192,71.80,5,100.00
10/12/2021 5:40,17,76.40,85,73.70,69,75.30,43,72.60,36,65.60,250,73.00,5,100.00
10/12/2021 5:45,9,76.40,70,73.70,59,76.30,36,69.70,38,63.70,212,72.10,5,100.00
10/12/2021 5:50,10,76.40,64,74.10,70,74.80,36,70.20,40,64.70,220,72.10,5,100.00
10/12/2021 5:55,9,76.40,61,73.60,65,69.10,30,71.60,32,63.60,197,70.30,5,100.00
10/12/2021 6:00,11,76.40,74,72.90,63,68.10,33,70.40,50,64.40,231,69.60,5,100.00
10/12/2021 6:05,11,76.40,66,72.30,63,65.60,27,71.60,32,66.40,199,69.40,5,100.00
10/12/2021 6:10,11,76.40,70,73.10,74,64.50,31,72.20,34,66.40,220,69.20,5,100.00
10/12/2021 6:15,8,76.50,84,72.40,74,67.80,42,65.30,40,66.70,248,69.00,5,100.00
10/12/2021 6:20,17,76.50,99,70.90,73,67.90,57,70.20,39,62.10,285,69.10,5,100.00
10/12/2021 6:25,29,76.40,102,69.00,92,63.90,39,64.10,41,59.80,303,66.30,5,100.00
10/12/2021 6:30,13,76.40,106,69.20,74,61.90,38,62.10,39,61.30,270,65.40,5,100.00
10/12/2021 6:35,16,76.40,116,69.60,104,65.00,52,64.00,57,62.00,345,66.40,5,100.00
10/12/2021 6:40,19,76.50,105,69.60,98,65.30,50,64.70,48,61.40,320,66.70,5,100.00
10/12/2021 6:45,22,76.50,125,69.10,119,67.40,61,69.40,38,56.50,365,67.70,5,100.00
10/12/2021 6:50,34,76.50,108,69.90,107,68.80,58,67.80,55,59.90,362,68.30,5,100.00
10/12/2021 6:55,28,76.50,115,70.40,91,67.60,49,69.50,74,61.30,357,68.20,5,100.00
10/12/2021 7:00,26,76.50,133,69.60,104,65.30,66,61.40,50,60.10,379,66.20,5,100.00
10/12/2021 7:05,25,76.40,131,68.80,88,61.20,63,58.50,34,54.40,341,64.10,5,100.00
10/12/2021 7:10,25,76.50,118,67.10,112,62.90,66,59.20,59,54.60,380,63.20,5,100.00
10/12/2021 7:15,31,76.50,164,66.70,115,62.90,75,57.20,83,56.00,468,63.00,5,100.00
10/12/2021 7:20,43,76.50,147,66.80,121,63.30,74,56.20,68,56.20,453,63.50,5,100.00
10/12/2021 7:25,52,76.80,147,67.50,116,64.90,84,57.00,60,56.50,459,64.50,5,100.00
10/12/2021 7:30,50,76.50,155,67.20,123,64.70,93,55.70,59,54.90,480,63.80,5,100.00
10/12/2021 7:35,65,76.40,173,65.60,136,60.20,97,51.40,77,52.30,548,61.20,5,100.00
10/12/2021 7:40,53,76.50,160,65.30,126,62.10,95,52.30,81,52.50,515,61.30,5,100.00
10/12/2021 7:45,89,76.00,161,55.20,132,50.10,102,34.40,84,36.70,568,50.80,5,100.00
10/12/2021 7:50,104,76.60,165,49.80,125,40.90,104,25.80,63,28.70,561,46.00,5,100.00
10/12/2021 7:55,91,76.70,164,47.50,134,40.80,112,23.40,79,25.90,580,42.90,5,100.00
10/12/2021 8:00,88,76.80,151,48.00,140,43.30,106,27.80,68,31.30,553,45.50,5,100.00
10/12/2021 8:05,61,76.70,157,57.10,145,53.80,89,43.20,57,43.10,509,54.50,5,100.00
10/12/2021 8:10,61,76.70,146,60.00,137,56.30,111,45.60,64,44.60,519,56.00,5,100.00
10/12/2021 8:15,56,76.60,153,63.60,125,61.30,94,49.50,63,49.30,491,60.00,5,100.00
10/12/2021 8:20,62,76.70,160,62.80,127,62.10,80,50.10,77,52.50,506,60.80,5,100.00
10/12/2021 8:25,71,76.30,152,64.30,141,61.40,110,52.60,61,50.80,535,61.20,5,100.00
10/12/2021 8:30,60,76.30,162,63.70,135,60.20,102,53.60,83,55.00,542,61.00,5,100.00
10/12/2021 8:35,50,76.50,153,64.60,132,60.70,80,54.50,62,53.80,477,61.70,5,100.00
10/12/2021 8:40,74,76.70,180,62.30,138,58.00,104,48.40,53,50.40,549,59.40,5,100.00
10/12/2021 8:45,60,76.70,156,63.40,127,62.10,92,51.80,61,53.30,496,61.30,5,100.00
10/12/2021 8:50,70,76.50,169,64.50,130,63.30,99,50.50,71,54.90,539,61.90,5,100.00
10/12/2021 8:55,64,76.50,169,65.50,122,62.50,108,52.90,59,50.40,522,61.80,5,100.00
10/12/2021 9:00,59,76.60,124,66.70,116,63.10,81,51.20,52,58.80,432,63.20,5,100.00
10/12/2021 9:05,58,76.90,127,66.80,104,62.30,82,54.30,49,60.10,420,63.90,5,100.00
10/12/2021 9:10,77,76.70,115,67.30,116,63.10,73,56.50,60,64.40,441,65.70,5,100.00
10/12/2021 9:15,67,76.20,136,66.20,129,60.30,84,54.30,58,61.70,474,63.30,5,100.00
10/12/2021 9:20,75,76.30,128,66.10,122,61.20,85,55.20,48,62.80,458,64.10,5,100.00
10/12/2021 9:25,51,76.40,121,68.10,100,59.80,74,55.40,46,60.30,392,63.70,5,100.00
10/12/2021 9:30,74,76.20,119,68.70,106,61.20,61,54.50,51,60.80,411,65.00,5,100.00
10/12/2021 9:35,68,76.20,122,68.50,117,61.90,76,55.60,59,64.60,442,65.20,5,100.00
10/12/2021 9:40,62,76.50,131,68.00,117,62.20,78,58.00,53,71.70,441,66.30,5,100.00
10/12/2021 9:45,55,76.40,117,68.40,117,62.20,81,57.90,42,70.60,412,65.90,5,100.00
10/12/2021 9:50,96,76.20,131,67.20,110,59.40,79,56.20,34,72.50,450,65.70,5,100.00
10/12/2021 9:55,56,76.20,122,68.00,98,58.50,81,54.90,52,68.00,409,64.30,5,100.00
10/12/2021 10:00,65,76.50,117,67.70,110,62.50,85,56.40,52,69.30,429,65.70,5,100.00
10/12/2021 10:05,80,76.30,119,67.70,116,61.40,96,54.40,44,65.70,455,64.60,5,100.00
10/12/2021 10:10,68,76.50,115,68.10,107,60.30,85,54.90,41,64.50,416,64.40,5,100.00
10/12/2021 10:15,57,76.60,111,69.40,105,63.50,80,56.30,46,65.80,399,65.80,5,100.00
10/12/2021 10:20,61,76.50,110,69.50,110,64.00,71,58.80,33,68.10,385,66.90,5,100.00
10/12/2021 10:25,55,76.80,85,69.30,90,61.60,67,61.30,36,63.10,333,66.20,5,100.00
10/12/2021 10:30,58,76.70,112,68.50,112,61.80,94,59.80,48,63.30,424,65.30,5,100.00
10/12/2021 10:35,69,76.50,103,68.80,106,63.80,75,58.30,34,59.70,387,66.00,5,100.00
10/12/2021 10:40,51,76.50,112,68.40,115,62.00,90,55.40,36,62.70,404,64.20,5,100.00
10/12/2021 10:45,77,76.40,124,68.20,102,60.30,85,57.90,34,57.50,422,64.90,5,100.00
10/12/2021 10:50,53,76.60,104,69.40,109,61.70,93,58.40,41,60.20,400,64.80,5,100.00
10/12/2021 10:55,65,76.40,111,68.00,95,60.20,77,59.30,27,63.50,375,65.40,5,100.00
10/12/2021 11:00,59,76.50,102,68.90,107,61.20,73,57.00,24,62.80,365,65.10,5,100.00
10/12/2021 11:05,56,76.40,106,68.80,95,62.50,76,54.70,29,60.90,362,64.70,5,100.00
10/12/2021 11:10,61,76.30,109,68.00,118,62.50,81,54.80,29,59.80,398,64.40,5,100.00
10/12/2021 11:15,78,76.90,109,66.60,97,59.20,80,54.40,41,61.40,405,63.90,5,100.00
10/12/2021 11:20,57,76.60,106,66.90,106,59.60,84,56.80,38,65.00,391,64.00,5,100.00
10/12/2021 11:25,68,76.60,109,66.40,106,62.30,80,56.10,33,63.20,396,64.70,5,100.00
10/12/2021 11:30,66,76.80,110,67.20,102,63.20,87,53.80,34,61.80,399,64.40,5,100.00
10/12/2021 11:35,83,77.00,117,67.20,107,60.50,95,56.30,28,65.30,430,64.90,5,100.00
10/12/2021 11:40,77,76.70,112,67.60,96,63.70,85,55.80,17,61.90,387,65.60,5,100.00
10/12/2021 11:45,77,76.90,125,67.40,124,65.00,80,57.30,34,62.90,440,66.20,5,100.00
10/12/2021 11:50,72,76.60,104,68.00,113,63.70,90,58.60,39,66.30,418,66.10,5,100.00
10/12/2021 11:55,74,76.50,98,68.10,106,63.90,94,56.60,24,66.80,396,65.70,5,100.00
10/12/2021 12:00,67,76.60,127,68.40,98,62.20,92,59.50,31,64.60,415,66.00,5,100.00
10/12/2021 12:05,63,76.80,109,68.10,114,65.00,85,57.50,29,64.60,400,66.10,5,100.00
10/12/2021 12:10,53,76.50,108,68.60,95,64.20,76,56.30,31,67.40,363,65.90,5,100.00
10/12/2021 12:15,70,76.70,113,68.10,124,59.90,86,55.20,33,62.90,426,64.10,5,100.00
10/12/2021 12:20,77,76.60,136,67.70,116,61.90,95,55.30,36,65.90,460,65.00,5,100.00
10/12/2021 12:25,72,76.60,107,66.60,111,61.30,84,56.00,61,65.50,435,64.70,5,100.00
10/12/2021 12:30,63,76.30,113,67.70,113,61.00,97,57.80,19,64.30,405,64.60,5,100.00
10/12/2021 12:35,57,76.40,103,68.30,98,64.60,85,59.50,21,64.30,364,66.30,5,100.00
10/12/2021 12:40,86,76.30,132,68.00,114,65.20,91,59.90,33,65.90,456,67.10,5,100.00
10/12/2021 12:45,76,76.20,122,67.40,109,61.50,74,56.30,32,62.40,413,65.10,5,100.00
10/12/2021 12:50,76,76.30,119,67.70,104,62.90,83,60.20,24,64.30,406,66.30,5,100.00
10/12/2021 12:55,61,76.70,105,67.90,97,62.80,72,59.50,35,61.50,370,65.80,5,100.00
10/12/2021 13:00,81,76.60,120,68.50,118,63.40,104,57.80,29,60.50,452,65.60,5,100.00
10/12/2021 13:05,81,76.00,110,68.40,95,64.10,78,59.20,31,61.00,395,66.50,5,100.00
10/12/2021 13:10,82,76.00,132,68.30,110,62.00,94,57.50,29,63.00,447,65.50,5,100.00
10/12/2021 13:15,99,76.20,116,68.30,105,59.00,94,57.60,36,65.00,450,65.40,5,100.00
10/12/2021 13:20,76,76.50,112,68.30,108,62.70,89,61.60,46,67.20,431,66.80,5,100.00
10/12/2021 13:25,86,76.60,111,67.30,106,62.50,79,58.30,20,60.10,402,65.90,5,100.00
10/12/2021 13:30,82,76.70,113,67.30,97,62.10,72,55.80,36,61.20,400,65.30,5,100.00
10/12/2021 13:35,110,76.70,134,67.40,107,63.40,95,56.00,22,63.10,468,66.20,5,100.00
10/12/2021 13:40,88,76.70,107,67.90,103,64.10,92,56.30,21,63.20,411,66.00,5,100.00
10/12/2021 13:45,111,76.20,134,68.00,103,63.80,81,57.30,23,63.60,452,66.90,5,100.00
10/12/2021 13:50,97,76.30,136,67.70,124,63.70,83,58.00,41,62.20,481,66.30,5,100.00
10/12/2021 13:55,79,76.70,108,67.50,111,63.00,79,52.10,40,64.10,417,64.80,5,100.00
10/12/2021 14:00,80,76.80,118,68.40,114,62.60,84,53.30,39,64.50,435,65.20,5,100.00
10/12/2021 14:05,101,76.60,123,67.90,113,63.90,82,54.60,64,68.00,483,66.50,5,100.00
10/12/2021 14:10,97,76.40,139,68.20,107,65.90,83,58.50,35,66.50,461,67.50,5,100.00
10/12/2021 14:15,124,76.40,125,66.70,123,64.20,96,59.30,39,67.50,507,67.10,5,100.00
10/12/2021 14:20,110,76.50,123,67.10,121,65.00,89,57.50,60,67.20,503,67.00,5,100.00
10/12/2021 14:25,109,76.50,125,66.70,108,66.60,74,58.80,36,66.20,452,67.70,5,100.00
10/12/2021 14:30,122,76.70,138,67.40,109,65.60,80,58.20,46,62.70,495,67.40,5,100.00
10/12/2021 14:35,109,76.80,119,68.80,101,65.70,90,61.40,44,67.20,463,68.40,5,100.00
10/12/2021 14:40,132,76.50,144,66.40,123,62.40,95,54.10,50,62.40,544,65.40,5,100.00
10/12/2021 14:45,119,76.20,129,68.30,131,63.20,112,57.40,55,64.40,546,66.20,5,100.00
10/12/2021 14:50,116,76.20,141,67.90,118,64.00,115,58.00,49,67.70,539,66.70,5,100.00
10/12/2021 14:55,109,76.30,131,67.10,122,64.60,110,58.90,40,67.60,512,66.70,5,100.00
10/12/2021 15:00,52,76.20,127,67.70,112,65.70,82,59.80,37,63.90,410,66.30,5,100.00
10/12/2021 15:05,64,76.30,149,68.10,120,65.80,88,60.10,31,64.20,452,66.80,5,100.00
10/12/2021 15:10,81,76.70,162,67.30,128,65.40,98,59.90,53,63.10,522,66.50,5,100.00
10/12/2021 15:15,84,76.40,149,66.80,111,64.00,109,59.30,42,63.10,495,65.80,5,100.00
10/12/2021 15:20,79,76.40,130,65.40,129,63.70,101,59.60,57,62.30,496,65.20,5,100.00
10/12/2021 15:25,63,76.30,131,66.60,103,64.10,90,59.00,58,64.80,445,65.60,5,100.00
10/12/2021 15:30,62,76.40,148,66.10,123,65.70,117,58.90,43,65.20,493,65.50,5,100.00
10/12/2021 15:35,65,76.50,132,66.30,108,65.60,96,57.90,30,62.80,431,65.50,5,100.00
10/12/2021 15:40,72,77.00,161,66.80,150,64.90,100,55.70,48,57.60,531,64.70,5,100.00
10/12/2021 15:45,87,76.80,147,66.80,119,65.40,101,59.60,47,60.70,501,66.20,5,100.00
10/12/2021 15:50,100,76.40,172,66.10,147,64.60,101,59.00,41,59.50,561,65.80,5,100.00
10/12/2021 15:55,80,76.40,148,66.10,123,66.30,117,59.20,41,56.60,509,65.40,5,100.00
10/12/2021 16:00,53,76.50,135,67.10,120,67.70,102,62.30,24,58.40,434,66.80,5,100.00
10/12/2021 16:05,72,76.90,139,67.80,108,68.10,83,62.70,32,61.80,434,68.00,5,100.00
10/12/2021 16:10,79,76.50,152,67.40,128,68.80,90,61.90,38,64.10,487,68.00,5,100.00
10/12/2021 16:15,77,76.50,167,64.40,129,65.00,107,58.50,47,64.80,527,65.20,5,100.00
10/12/2021 16:20,80,76.50,150,64.50,130,66.00,107,57.20,50,63.30,517,65.10,5,100.00
10/12/2021 16:25,80,77.00,153,65.70,137,66.00,104,58.60,30,61.60,504,65.90,5,100.00
10/12/2021 16:30,79,76.70,135,63.70,100,62.10,85,57.60,32,63.10,431,64.50,5,100.00
10/12/2021 16:35,109,76.60,96,39.90,95,42.40,90,36.60,47,45.00,437,49.50,5,100.00
10/12/2021 16:40,95,76.10,108,27.80,96,31.40,84,24.10,52,29.40,435,38.60,5,100.00
10/12/2021 16:45,103,76.00,117,24.70,109,27.40,103,20.10,44,25.30,476,35.50,5,100.00
10/12/2021 16:50,93,76.20,131,27.40,114,26.10,97,18.00,48,24.70,483,34.30,5,100.00
10/12/2021 16:55,95,76.10,120,24.30,106,27.30,101,16.10,37,22.80,459,33.80,5,100.00
10/12/2021 17:00,85,76.60,110,21.90,103,23.90,79,12.90,58,20.10,435,31.20,5,100.00
10/12/2021 17:05,99,76.30,136,25.90,105,23.20,94,12.70,51,18.60,485,32.30,5,100.00
10/12/2021 17:10,112,76.30,118,24.90,109,23.50,105,14.80,35,21.20,479,34.10,5,100.00
10/12/2021 17:15,105,76.40,129,24.40,111,22.90,91,13.70,44,19.90,480,33.00,5,100.00
10/12/2021 17:20,105,76.40,101,19.50,92,19.60,83,12.40,42,19.40,423,32.20,5,100.00
10/12/2021 17:25,95,76.30,98,16.70,95,18.20,82,11.60,29,18.60,399,30.30,5,100.00
10/12/2021 17:30,108,76.40,116,19.80,105,19.90,106,15.20,52,21.50,487,31.60,5,100.00
10/12/2021 17:35,84,76.60,132,26.50,112,22.80,109,15.60,39,23.80,476,31.80,5,100.00
10/12/2021 17:40,90,76.80,137,41.60,134,40.90,111,34.60,30,43.50,502,46.30,5,100.00
10/12/2021 17:45,62,76.40,132,54.00,117,53.70,102,46.50,43,54.20,456,55.30,5,100.00
10/12/2021 17:50,48,76.30,129,60.60,122,61.60,101,57.60,32,59.60,432,61.90,5,100.00
10/12/2021 17:55,67,76.30,128,64.10,127,64.80,108,62.50,66,65.20,496,65.70,5,100.00
10/12/2021 18:00,39,76.30,106,66.70,101,68.60,89,63.50,38,66.30,373,67.40,5,100.00
10/12/2021 18:05,53,76.40,139,66.30,118,67.30,91,64.20,58,64.40,459,67.10,5,100.00
10/12/2021 18:10,52,76.40,120,69.00,113,69.60,87,63.80,40,64.90,412,68.60,5,100.00
10/12/2021 18:15,63,76.30,139,68.80,117,67.40,101,64.70,36,64.00,456,68.20,5,100.00
10/12/2021 18:20,61,76.50,163,67.60,128,68.60,98,64.70,51,65.70,501,68.20,5,100.00
10/12/2021 18:25,61,76.30,132,67.70,127,70.00,95,63.70,39,64.60,454,68.40,5,100.00
10/12/2021 18:30,44,76.40,120,69.10,91,71.60,99,66.60,28,64.20,382,69.50,5,100.00
10/12/2021 18:35,65,76.40,150,67.90,117,67.70,109,65.70,50,63.00,491,68.00,5,100.00
10/12/2021 18:40,58,76.60,126,68.20,117,69.50,79,64.30,33,62.10,413,68.50,5,100.00
10/12/2021 18:45,58,76.60,132,68.50,101,68.80,89,63.40,27,63.00,407,68.20,5,100.00
10/12/2021 18:50,41,76.60,118,68.80,108,68.70,87,65.20,43,63.50,397,68.20,5,100.00
10/12/2021 18:55,55,76.60,119,69.30,114,69.70,79,66.50,56,65.90,423,69.40,5,100.00
10/12/2021 19:00,80,76.90,97,69.20,116,70.70,81,66.10,52,63.80,426,69.80,5,100.00
10/12/2021 19:05,90,76.70,116,68.70,99,68.70,92,65.20,37,60.70,434,68.90,5,100.00
10/12/2021 19:10,90,76.60,127,69.40,92,68.80,101,66.10,26,63.40,436,69.60,5,100.00
10/12/2021 19:15,93,76.80,115,68.30,117,68.70,88,66.10,35,63.70,448,69.40,5,100.00
10/12/2021 19:20,69,76.50,105,68.50,82,68.40,63,66.90,37,64.00,356,69.30,5,100.00
10/12/2021 19:25,60,76.60,96,68.60,91,67.70,78,65.20,16,63.80,341,68.80,5,100.00
10/12/2021 19:30,57,76.50,88,70.70,88,69.70,83,65.40,18,64.20,334,69.80,5,100.00
10/12/2021 19:35,35,76.60,81,70.40,81,70.90,57,63.90,24,63.70,278,69.40,5,100.00
10/12/2021 19:40,44,76.60,95,70.70,85,72.40,65,63.30,17,64.10,306,70.10,5,100.00
10/12/2021 19:45,44,76.60,96,70.10,86,71.70,71,66.90,25,63.90,322,70.20,5,100.00
10/12/2021 19:50,48,76.50,73,69.70,79,72.00,57,65.20,23,60.60,280,69.90,5,100.00
10/12/2021 19:55,30,76.50,70,70.80,67,72.60,60,67.40,22,62.40,249,70.40,5,100.00
10/12/2021 20:00,34,76.40,59,73.20,59,73.40,51,70.80,14,62.90,217,72.50,5,100.00
10/12/2021 20:05,42,76.30,74,73.60,74,72.10,65,65.90,9,63.80,264,71.40,5,100.00
10/12/2021 20:10,40,76.30,85,73.60,81,74.30,64,66.40,24,63.50,294,71.80,5,100.00
10/12/2021 20:15,35,76.30,61,73.90,72,73.80,52,69.00,26,63.00,246,72.00,5,100.00
10/12/2021 20:20,37,76.40,72,73.60,71,72.80,46,66.80,9,63.90,235,72.10,5,100.00
10/12/2021 20:25,28,76.50,79,73.50,60,69.30,59,68.70,15,64.20,241,71.00,5,100.00
10/12/2021 20:30,32,76.60,76,73.80,77,70.70,59,68.10,14,64.50,258,71.40,5,100.00
10/12/2021 20:35,36,76.50,70,73.90,74,71.90,53,66.80,8,64.50,241,71.80,5,100.00
10/12/2021 20:40,35,76.50,59,74.70,69,74.10,56,69.60,16,64.10,235,72.90,5,100.00
10/12/2021 20:45,33,76.50,61,74.10,73,71.80,61,68.60,18,64.10,246,71.60,5,100.00
10/12/2021 20:50,26,76.50,69,74.50,75,72.00,52,68.80,15,64.20,237,72.00,5,100.00
10/12/2021 20:55,21,76.50,52,74.80,57,70.40,52,70.00,11,64.40,193,71.80,5,100.00
10/12/2021 21:00,20,76.50,49,74.40,58,72.40,36,69.00,10,64.30,173,72.30,5,100.00
10/12/2021 21:05,21,76.50,61,74.00,59,70.30,49,69.00,13,64.10,203,71.30,5,100.00
10/12/2021 21:10,15,76.50,48,74.60,79,70.80,55,64.50,11,64.30,208,70.10,5,100.00
10/12/2021 21:15,32,76.40,53,74.90,63,71.90,58,66.10,9,64.30,215,71.40,5,100.00
