5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
9/28/2021 7:55,90,76.00,200,61.50,145,59.00,180,49.40,615,59.50,4,100.00
9/28/2021 8:00,99,74.60,173,61.20,153,57.20,180,48.40,605,58.60,4,100.00
9/28/2021 8:05,108,70.00,148,61.50,152,60.90,156,49.60,564,59.70,4,100.00
9/28/2021 8:10,133,68.20,140,62.90,97,61.70,173,53.20,543,60.90,4,100.00
9/28/2021 8:15,130,67.40,155,64.30,120,62.10,210,51.70,615,60.20,4,100.00
9/28/2021 8:20,106,68.50,150,62.30,140,60.90,159,51.50,555,60.00,4,100.00
9/28/2021 8:25,128,71.80,166,61.50,134,61.80,204,53.20,632,61.00,4,100.00
9/28/2021 8:30,118,69.10,145,63.20,125,61.70,209,58.50,597,62.40,4,100.00
9/28/2021 8:35,95,78.10,175,62.70,140,59.80,225,58.90,635,63.00,4,100.00
9/28/2021 8:40,65,74.90,176,62.60,148,58.20,176,60.20,565,62.10,4,100.00
9/28/2021 8:45,118,68.60,162,61.80,136,60.10,136,63.20,552,63.20,4,100.00
9/28/2021 8:50,119,63.30,133,59.60,156,61.60,161,61.00,569,61.30,4,100.00
9/28/2021 8:55,225,63.40,185,58.60,185,57.80,115,50.90,710,58.70,4,100.00
9/28/2021 9:00,138,55.90,167,60.10,132,57.70,161,51.30,598,56.20,4,100.00
9/28/2021 9:05,126,54.10,138,59.80,102,56.80,140,52.50,506,55.80,4,100.00
9/28/2021 9:10,118,54.20,136,62.10,110,58.50,138,49.40,502,56.00,4,100.00
9/28/2021 9:15,91,53.00,149,63.10,133,59.60,175,50.40,548,56.50,4,100.00
9/28/2021 9:20,145,60.40,115,63.30,80,59.30,150,48.30,490,57.20,4,100.00
9/28/2021 9:25,109,56.30,145,64.10,85,55.20,123,52.70,462,57.60,4,100.00
9/28/2021 9:30,136,58.20,124,64.20,112,58.90,78,46.50,450,58.00,4,100.00
9/28/2021 9:35,105,63.50,129,66.70,86,59.10,80,50.40,400,61.00,4,100.00
9/28/2021 9:40,135,57.90,145,67.90,115,63.50,150,50.30,545,59.70,4,100.00
9/28/2021 9:45,113,65.70,120,65.10,139,61.00,123,48.90,495,60.10,4,100.00
9/28/2021 9:50,78,65.30,138,65.80,112,58.40,144,44.30,472,57.40,4,100.00
9/28/2021 9:55,96,60.40,135,66.80,106,59.90,111,46.70,448,58.80,4,100.00
9/28/2021 10:00,90,54.50,120,66.70,75,57.70,155,49.50,440,56.60,4,100.00
9/28/2021 10:05,62,53.20,141,65.60,91,59.40,107,49.00,401,57.80,4,100.00
9/28/2021 10:10,84,56.20,104,65.40,92,58.00,72,45.80,352,57.30,4,100.00
9/28/2021 10:15,76,62.00,112,64.30,92,58.00,104,47.40,384,57.80,4,100.00
9/28/2021 10:20,90,60.70,120,64.50,145,58.70,140,49.20,495,57.80,4,100.00
9/28/2021 10:25,74,68.30,101,61.40,117,57.70,102,47.90,394,58.10,4,100.00
9/28/2021 10:30,52,70.20,84,61.50,104,56.60,162,53.00,402,57.90,4,100.00
9/28/2021 10:35,118,67.10,91,61.00,109,55.50,119,50.80,437,58.50,4,100.00
9/28/2021 10:40,140,57.40,115,47.80,135,38.90,130,37.80,520,45.60,4,100.00
9/28/2021 10:45,110,54.60,129,46.00,108,36.80,237,39.40,584,43.20,4,100.00
9/28/2021 10:50,90,54.80,118,57.10,120,47.10,164,43.80,492,49.80,4,100.00
9/28/2021 10:55,66,64.80,127,57.20,96,55.20,106,47.20,395,55.30,4,100.00
9/28/2021 11:00,110,53.00,150,61.60,120,59.30,75,46.70,455,56.50,4,100.00
9/28/2021 11:05,81,62.30,60,63.20,125,58.70,137,47.90,403,56.40,4,100.00
9/28/2021 11:10,88,65.20,122,63.30,148,61.00,118,50.00,476,59.60,4,100.00
9/28/2021 11:15,100,68.60,120,63.30,125,64.80,124,49.90,469,61.30,4,100.00
9/28/2021 11:20,115,63.00,125,64.80,120,63.40,130,51.80,490,60.60,4,100.00
9/28/2021 11:25,152,60.80,163,67.40,119,58.60,134,56.50,568,61.20,4,100.00
9/28/2021 11:30,150,54.10,132,65.90,88,62.80,106,47.60,476,57.50,4,100.00
9/28/2021 11:35,85,62.60,140,63.80,102,58.00,168,55.70,495,59.60,4,100.00
9/28/2021 11:40,105,65.40,115,63.10,115,57.50,190,60.30,525,61.30,4,100.00
9/28/2021 11:45,115,60.10,144,64.30,107,58.30,140,59.60,506,60.80,4,100.00
9/28/2021 11:50,138,57.80,88,65.70,72,56.50,152,59.60,450,59.70,4,100.00
9/28/2021 11:55,141,58.70,126,65.90,115,55.90,131,51.20,513,57.90,4,100.00
9/28/2021 12:00,125,65.60,125,63.90,90,52.00,110,46.80,450,57.80,4,100.00
9/28/2021 12:05,115,65.80,128,65.40,125,55.00,195,51.10,563,58.20,4,100.00
9/28/2021 12:10,180,67.30,138,67.20,144,58.60,130,47.60,592,60.80,4,100.00
9/28/2021 12:15,139,70.40,106,67.00,73,58.80,130,44.50,448,60.20,4,100.00
9/28/2021 12:20,175,66.90,175,65.00,155,58.90,155,47.80,660,60.00,4,100.00
9/28/2021 12:25,100,65.70,107,65.70,127,58.60,133,52.00,467,59.90,4,100.00
9/28/2021 12:30,140,59.80,128,65.70,110,59.60,176,53.70,554,59.20,4,100.00
9/28/2021 12:35,176,59.60,204,65.10,105,59.50,175,53.60,660,59.70,4,100.00
9/28/2021 12:40,125,70.20,135,64.30,105,55.40,85,54.40,450,62.00,4,100.00
9/28/2021 12:45,130,64.70,173,64.70,118,60.10,119,56.30,540,61.80,4,100.00
9/28/2021 12:50,108,67.40,170,66.20,112,62.30,122,52.20,512,62.30,4,100.00
9/28/2021 12:55,104,62.50,117,63.90,88,58.80,144,51.40,453,58.60,4,100.00
9/28/2021 13:00,145,64.80,130,66.20,135,56.60,135,49.90,545,59.40,4,100.00
9/28/2021 13:05,106,65.90,122,66.10,108,56.90,124,49.80,460,59.50,4,100.00
9/28/2021 13:10,86,70.10,150,67.60,124,58.60,108,46.90,468,60.90,4,100.00
9/28/2021 13:15,169,70.10,145,67.20,103,58.20,112,48.30,529,62.40,4,100.00
9/28/2021 13:20,200,73.90,205,65.90,105,60.70,135,48.60,645,63.90,4,100.00
9/28/2021 13:25,115,77.30,159,64.80,88,63.60,114,51.20,476,64.30,4,100.00
9/28/2021 13:30,150,73.00,178,66.10,136,62.60,172,50.40,636,62.70,4,100.00
9/28/2021 13:35,227,69.90,130,68.60,108,63.80,122,54.20,587,65.20,4,100.00
9/28/2021 13:40,185,67.20,115,65.50,105,62.20,125,50.50,530,61.90,4,100.00
9/28/2021 13:45,169,69.70,113,60.90,90,58.90,159,53.10,531,61.00,4,100.00
9/28/2021 13:50,160,71.00,136,60.60,122,59.40,194,54.90,612,61.30,4,100.00
9/28/2021 13:55,153,76.80,186,60.30,118,62.30,131,55.40,588,63.90,4,100.00
9/28/2021 14:00,110,74.90,130,62.40,85,60.90,125,53.90,450,62.80,4,100.00
9/28/2021 14:05,150,73.30,150,61.40,112,62.50,105,52.70,517,63.30,4,100.00
9/28/2021 14:10,164,73.90,92,61.50,134,63.90,118,49.60,508,63.40,4,100.00
9/28/2021 14:15,217,69.30,166,63.80,124,63.20,100,53.30,607,63.90,4,100.00
9/28/2021 14:20,208,71.10,126,65.90,139,65.90,136,51.40,609,64.40,4,100.00
9/28/2021 14:25,220,68.30,170,69.10,170,63.60,130,49.30,690,63.80,4,100.00
9/28/2021 14:30,170,65.60,136,64.00,114,58.90,130,53.50,550,61.00,4,0.00
9/28/2021 14:35,192,64.80,145,63.40,101,58.60,105,54.00,543,61.20,4,0.00
9/28/2021 14:40,218,64.80,175,63.80,125,57.50,140,54.60,658,61.00,4,0.00
9/28/2021 14:45,168,67.60,166,64.60,145,59.00,137,54.60,616,61.90,4,0.00
9/28/2021 14:50,200,71.10,181,63.40,122,58.70,144,55.20,647,63.10,4,0.00
9/28/2021 14:55,151,71.00,149,63.20,130,59.30,121,53.20,551,62.20,4,0.00
9/28/2021 15:00,146,69.90,147,63.50,117,58.70,119,54.70,529,62.20,4,0.00
9/28/2021 15:05,150,71.80,230,69.70,70,58.00,120,53.80,570,65.50,4,100.00
9/28/2021 15:10,138,73.10,186,63.30,123,59.20,155,53.70,602,62.20,4,0.00
9/28/2021 15:15,145,73.70,197,63.10,134,59.50,140,54.40,616,62.80,4,0.00
9/28/2021 15:20,145,68.80,173,62.10,156,61.90,147,55.80,621,62.10,4,0.00
9/28/2021 15:25,184,67.00,179,63.60,140,63.10,135,55.90,638,62.80,4,0.00
9/28/2021 15:30,121,67.70,165,64.80,120,62.30,118,55.10,524,62.70,4,0.00
9/28/2021 15:35,121,68.90,140,64.00,133,62.10,117,54.70,511,62.50,4,0.00
9/28/2021 15:40,106,67.10,139,63.70,158,63.50,127,58.60,530,63.10,4,0.00
9/28/2021 15:45,147,67.00,179,63.10,145,62.70,163,57.80,634,62.60,4,0.00
9/28/2021 15:50,96,68.80,167,61.80,109,57.10,176,53.20,548,59.30,4,100.00
9/28/2021 15:55,250,67.00,215,61.20,130,61.60,175,52.20,770,61.10,4,100.00
9/28/2021 16:00,128,72.50,198,61.40,118,64.10,134,52.50,578,62.30,4,100.00
9/28/2021 16:05,124,67.50,170,61.80,136,64.90,136,54.60,566,62.10,4,100.00
9/28/2021 16:10,96,72.40,174,62.20,122,64.80,135,54.70,527,62.70,4,100.00
9/28/2021 16:15,165,73.10,210,61.80,150,62.20,185,54.10,710,62.50,4,100.00
9/28/2021 16:20,108,74.80,220,62.20,164,62.10,182,54.80,674,62.20,4,100.00
9/28/2021 16:25,130,65.50,170,60.40,136,62.30,170,55.00,606,60.40,4,100.00
9/28/2021 16:30,175,68.00,144,60.30,143,63.40,121,57.10,583,62.70,4,100.00
9/28/2021 16:35,130,66.60,165,62.40,135,60.20,145,56.90,575,61.40,4,100.00
9/28/2021 16:40,187,65.20,240,62.20,158,62.10,178,55.20,763,61.30,4,100.00
9/28/2021 16:45,160,69.70,202,57.40,142,63.20,184,55.10,688,60.80,4,100.00
9/28/2021 16:50,152,63.40,216,60.10,146,65.20,147,52.70,661,60.30,4,100.00
9/28/2021 16:55,130,68.10,175,60.00,140,60.60,185,51.20,630,59.20,4,100.00
9/28/2021 17:00,131,67.60,139,61.20,121,59.70,139,55.80,530,61.00,4,100.00
9/28/2021 17:05,158,62.90,152,61.50,118,58.60,144,55.40,572,59.80,4,100.00
9/28/2021 17:10,161,61.30,197,60.30,134,60.60,147,52.20,639,58.80,4,100.00
9/28/2021 17:15,195,57.90,230,56.50,180,62.60,190,57.00,795,58.30,4,100.00
9/28/2021 17:20,156,65.30,185,55.10,179,63.10,140,55.10,660,59.70,4,100.00
9/28/2021 17:25,192,68.10,166,59.10,138,61.70,144,55.10,640,61.50,4,100.00
9/28/2021 17:30,194,67.80,151,59.10,121,64.50,97,54.50,563,62.50,4,100.00
9/28/2021 17:35,140,67.60,205,60.70,135,65.40,160,56.70,640,62.20,4,100.00
9/28/2021 17:40,160,65.00,227,63.00,129,61.10,160,56.30,676,61.50,4,100.00
9/28/2021 17:45,184,71.20,184,64.50,126,59.90,144,54.10,638,63.20,4,100.00
9/28/2021 17:50,159,73.20,182,61.30,103,60.70,105,52.40,549,62.90,4,100.00
9/28/2021 17:55,110,70.90,205,59.50,145,63.80,135,54.60,595,61.50,4,100.00
9/28/2021 18:00,136,75.70,129,61.20,101,65.10,141,54.80,507,64.10,4,100.00
9/28/2021 18:05,132,76.40,192,60.70,156,65.20,168,55.50,648,63.60,4,100.00
9/28/2021 18:10,124,79.00,147,64.40,147,66.00,118,56.70,536,66.50,4,100.00
9/28/2021 18:15,175,76.50,160,65.70,140,65.30,140,55.10,615,66.30,4,100.00
9/28/2021 18:20,137,77.40,184,65.30,115,66.00,131,56.10,567,66.20,4,100.00
9/28/2021 18:25,78,76.00,168,64.90,114,63.20,138,60.10,498,64.90,4,100.00
9/28/2021 18:30,132,70.30,132,66.10,113,63.50,170,61.60,547,65.20,4,100.00
9/28/2021 18:35,160,74.30,130,63.90,130,64.60,155,57.60,575,65.30,4,100.00
9/28/2021 18:40,120,75.80,172,65.10,80,59.70,126,56.50,498,64.60,4,100.00
9/28/2021 18:45,84,74.60,134,66.00,84,63.90,118,55.20,420,64.30,4,100.00
9/28/2021 18:50,95,73.50,155,66.30,105,63.90,122,57.70,477,65.00,4,100.00
9/28/2021 18:55,100,65.70,160,64.80,105,66.80,165,55.90,530,62.60,4,100.00
9/28/2021 19:00,155,63.10,124,64.40,73,69.10,132,57.00,484,62.70,4,100.00
9/28/2021 19:05,180,63.30,138,64.80,86,64.80,112,60.30,516,63.30,4,100.00
9/28/2021 19:10,113,63.00,103,64.90,99,63.50,132,64.70,447,64.10,4,100.00
9/28/2021 19:15,170,54.20,185,62.10,115,63.70,225,63.10,695,60.80,4,100.00
9/28/2021 19:20,163,54.00,105,66.20,96,65.50,206,61.00,570,60.70,4,100.00
9/28/2021 19:25,114,53.90,128,66.60,112,65.90,122,52.50,476,59.80,4,100.00
9/28/2021 19:30,107,57.50,93,68.20,93,64.40,121,56.20,414,61.10,4,100.00
9/28/2021 19:35,100,57.60,120,67.80,55,65.30,105,58.00,380,62.00,4,100.00
9/28/2021 19:40,152,55.60,105,66.90,78,68.70,100,55.60,435,60.70,4,100.00
9/28/2021 19:45,86,47.50,140,67.80,110,63.30,66,53.90,402,59.90,4,100.00
9/28/2021 19:50,170,41.20,120,66.60,102,66.80,85,55.30,477,55.60,4,100.00
9/28/2021 19:55,105,46.00,120,67.90,70,67.40,80,58.80,375,59.70,4,100.00
9/28/2021 20:00,74,48.80,89,71.00,77,66.70,115,63.90,355,63.10,4,100.00
9/28/2021 20:05,64,35.70,92,71.90,102,68.00,98,58.20,356,60.50,4,100.00
9/28/2021 20:10,69,44.50,103,71.60,86,70.10,102,55.30,360,61.40,4,100.00
9/28/2021 20:15,100,49.20,80,68.40,65,71.60,80,55.50,325,60.00,4,100.00
9/28/2021 20:20,63,42.60,106,69.00,61,69.60,99,57.90,329,60.70,4,100.00
9/28/2021 20:25,88,45.80,72,68.70,66,65.60,96,62.60,322,60.00,4,100.00
9/28/2021 20:30,85,45.80,89,71.30,84,68.40,134,62.60,392,62.20,4,100.00
9/28/2021 20:35,70,39.30,75,71.90,60,70.20,50,62.30,255,60.70,4,100.00
9/28/2021 20:40,58,31.70,67,71.10,60,67.80,28,54.40,213,57.20,4,100.00
9/28/2021 20:45,58,41.10,58,67.00,76,67.90,84,53.00,276,57.50,4,100.00
9/28/2021 20:50,62,53.10,67,65.80,96,67.00,107,60.60,332,62.10,4,100.00
9/28/2021 20:55,50,40.20,70,67.60,90,65.80,125,66.10,335,62.50,4,100.00
9/28/2021 21:00,44,62.20,60,68.50,70,65.60,64,66.90,238,66.10,4,100.00
9/28/2021 21:05,36,69.50,68,72.90,56,66.90,58,63.30,218,68.20,4,100.00
9/28/2021 21:10,41,62.40,85,69.20,78,66.40,68,59.70,272,65.00,4,100.00
9/28/2021 21:15,55,54.80,85,65.00,55,66.40,85,61.00,280,62.10,4,100.00
9/28/2021 21:20,50,52.20,67,66.30,73,68.40,101,62.20,291,63.00,4,100.00
9/28/2021 21:25,76,47.70,108,66.00,64,66.30,108,57.50,356,59.60,4,100.00
9/28/2021 21:30,58,43.40,93,68.70,39,66.70,66,58.10,256,59.90,4,100.00
9/28/2021 21:35,40,45.10,95,69.40,110,67.80,65,57.00,310,63.10,4,100.00
9/28/2021 21:40,40,61.10,71,70.00,78,68.60,62,55.10,251,64.50,4,100.00
9/28/2021 21:45,42,67.80,76,71.50,70,68.20,100,59.40,288,66.00,4,100.00
9/28/2021 21:50,45,71.10,80,72.80,68,66.40,76,60.00,269,67.30,4,100.00
9/28/2021 21:55,50,58.30,80,70.80,75,65.40,60,62.60,265,65.10,4,100.00
9/28/2021 22:00,29,71.10,45,69.10,79,62.70,41,63.80,194,65.70,4,100.00
9/28/2021 22:05,52,62.40,92,69.70,76,62.60,52,67.50,272,65.90,4,100.00
9/28/2021 22:10,88,66.20,84,69.40,70,65.30,74,64.70,316,66.50,4,100.00
9/28/2021 22:15,30,68.40,40,70.60,35,64.30,75,65.50,180,66.90,4,100.00
9/28/2021 22:20,61,76.20,65,69.40,57,65.00,97,69.40,280,70.00,4,100.00
9/28/2021 22:25,32,81.10,62,69.60,70,66.50,70,65.90,234,69.10,4,100.00
9/28/2021 22:30,18,58.10,8,70.50,46,66.90,74,71.30,146,68.20,4,100.00
9/28/2021 22:35,35,54.60,70,68.90,25,67.30,25,65.40,155,64.80,4,100.00
9/28/2021 22:40,16,64.70,67,68.30,73,62.30,67,66.60,223,65.60,4,100.00
9/28/2021 22:45,22,70.90,48,66.10,46,66.20,40,64.50,156,66.40,4,100.00
9/28/2021 22:50,30,70.60,68,72.00,56,64.20,54,69.30,208,69.00,4,100.00
9/28/2021 22:55,40,70.10,80,69.20,90,64.00,60,59.60,270,65.50,4,100.00
9/28/2021 23:00,82,66.20,46,68.70,63,66.60,87,60.70,278,65.00,4,100.00
9/28/2021 23:05,118,62.20,10,69.90,54,68.70,54,57.50,236,62.90,4,100.00
9/28/2021 23:10,84,57.30,42,71.70,60,71.50,50,54.40,236,62.90,4,100.00
9/28/2021 23:15,140,58.20,30,71.50,30,70.60,15,59.00,215,61.80,4,100.00
9/28/2021 23:20,117,53.40,41,70.20,36,68.60,46,59.90,240,59.80,4,100.00
9/28/2021 23:25,96,62.80,48,71.90,24,68.20,58,57.10,226,63.80,4,100.00
9/28/2021 23:30,80,61.10,26,71.80,24,68.20,38,61.40,168,63.80,4,100.00
9/28/2021 23:35,110,58.90,35,70.90,45,69.90,30,61.80,220,63.50,4,100.00
9/28/2021 23:40,97,61.30,34,70.90,47,69.30,40,60.20,218,64.30,4,100.00
9/28/2021 23:45,86,56.90,32,69.80,44,59.00,26,62.20,188,60.30,4,100.00
9/28/2021 23:50,96,53.60,62,67.30,28,63.40,20,62.80,206,59.90,4,100.00
9/28/2021 23:55,110,56.50,30,67.80,35,66.60,20,63.40,195,60.80,4,100.00
9/29/2021 0:00,30,74.80,15,71.00,37,67.40,35,62.80,117,68.40,4,100.00
9/29/2021 0:05,102,64.00,8,71.00,26,67.30,8,62.50,144,64.90,4,100.00
