5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 5 Flow (Veh/5 Minutes),Lane 5 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/12/2021 9:05,70,64.80,134,66.10,116,60.70,118,57.60,50,61.50,488,62.10,5,100.00
10/12/2021 9:10,71,65.30,147,66.50,109,59.70,109,56.40,53,63.00,489,62.20,5,100.00
10/12/2021 9:15,85,64.70,143,65.70,123,60.40,104,56.30,55,62.90,510,62.00,5,100.00
10/12/2021 9:20,78,62.90,147,65.20,136,58.80,123,56.30,49,62.70,533,60.90,5,100.00
10/12/2021 9:25,54,65.30,107,66.10,108,60.40,100,57.30,55,62.50,424,62.00,5,100.00
10/12/2021 9:30,78,66.20,120,66.90,109,58.80,113,57.50,48,65.80,468,62.50,5,100.00
10/12/2021 9:35,74,65.20,140,67.20,112,57.60,119,57.10,46,64.10,491,62.00,5,100.00
10/12/2021 9:40,82,65.60,140,66.00,124,59.50,117,58.40,53,64.10,516,62.50,5,100.00
10/12/2021 9:45,67,65.50,119,67.50,105,60.70,104,61.20,45,64.00,440,63.70,5,100.00
10/12/2021 9:50,85,65.20,131,66.10,102,59.30,100,59.50,61,65.40,479,63.00,5,100.00
10/12/2021 9:55,71,65.40,141,67.30,92,58.00,96,59.00,60,65.60,460,63.20,5,100.00
10/12/2021 10:00,64,65.20,133,67.10,97,57.80,111,57.50,55,64.20,460,62.20,5,100.00
10/12/2021 10:05,79,64.20,125,67.10,97,61.40,88,57.90,45,64.80,434,63.20,5,100.00
10/12/2021 10:10,81,65.70,119,67.20,110,59.50,88,57.80,47,64.60,445,62.90,5,100.00
10/12/2021 10:15,58,66.20,126,67.60,108,60.90,103,56.50,43,63.50,438,62.70,5,100.00
10/12/2021 10:20,64,66.60,115,67.70,106,64.10,104,58.60,46,62.00,435,63.90,5,100.00
10/12/2021 10:25,75,66.60,91,68.20,95,63.90,75,60.90,50,64.50,386,64.90,5,100.00
10/12/2021 10:30,71,65.80,109,68.50,120,62.60,104,59.70,52,67.50,456,64.40,5,100.00
10/12/2021 10:35,64,66.00,116,68.00,108,61.80,98,59.60,43,66.60,429,64.10,5,100.00
10/12/2021 10:40,68,66.60,119,67.00,102,59.70,89,58.30,41,65.20,419,63.10,5,100.00
10/12/2021 10:45,75,64.60,126,66.30,107,62.10,102,58.90,47,67.50,457,63.50,5,100.00
10/12/2021 10:50,77,64.90,110,66.60,107,59.70,95,59.20,44,65.80,433,62.90,5,100.00
10/12/2021 10:55,53,66.80,113,66.70,99,57.50,98,59.50,39,65.60,402,62.60,5,100.00
10/12/2021 11:00,65,67.10,105,67.10,84,59.60,98,58.10,39,65.10,391,63.00,5,100.00
10/12/2021 11:05,65,67.30,118,68.00,99,59.80,103,57.00,35,65.80,420,63.10,5,100.00
10/12/2021 11:10,65,67.00,102,67.90,94,60.20,95,56.80,40,66.20,396,63.10,5,100.00
10/12/2021 11:15,62,67.50,104,67.70,86,62.40,97,58.20,50,66.30,399,64.00,5,100.00
10/12/2021 11:20,77,65.90,125,66.70,102,57.90,91,56.30,35,62.90,430,62.00,5,100.00
10/12/2021 11:25,63,67.10,118,66.60,102,59.10,106,56.40,47,63.80,436,62.10,5,100.00
10/12/2021 11:30,52,68.20,106,67.00,83,58.60,93,55.30,37,63.90,371,62.00,5,100.00
10/12/2021 11:35,77,68.20,108,66.70,100,59.10,103,55.80,45,65.20,433,62.50,5,100.00
10/12/2021 11:40,79,65.50,123,66.20,110,59.10,110,56.10,52,63.40,474,61.80,5,100.00
10/12/2021 11:45,91,65.00,116,65.30,107,60.10,105,57.70,40,63.70,459,62.20,5,100.00
10/12/2021 11:50,83,65.00,130,66.30,111,59.70,123,58.00,69,63.10,516,62.30,5,100.00
10/12/2021 11:55,79,65.30,99,67.20,102,60.20,116,58.10,50,63.90,446,62.50,5,100.00
10/12/2021 12:00,62,66.60,103,67.20,91,60.50,92,60.30,38,63.70,386,63.50,5,100.00
10/12/2021 12:05,86,66.10,121,66.80,107,59.00,110,60.20,50,65.60,474,63.30,5,100.00
10/12/2021 12:10,48,67.70,112,67.40,109,60.60,102,59.60,50,64.70,421,63.50,5,100.00
10/12/2021 12:15,73,66.90,110,67.20,111,59.60,86,58.30,38,64.20,418,63.00,5,100.00
10/12/2021 12:20,71,66.30,137,65.90,106,58.10,99,58.80,62,65.40,475,62.70,5,100.00
10/12/2021 12:25,81,65.30,127,67.20,100,60.30,96,58.20,48,63.00,452,63.00,5,100.00
10/12/2021 12:30,75,65.40,134,66.20,107,58.30,109,57.40,43,63.70,468,62.00,5,100.00
10/12/2021 12:35,61,64.20,102,66.00,91,58.70,104,59.50,55,64.30,413,62.30,5,100.00
10/12/2021 12:40,90,63.40,130,66.50,111,61.90,123,61.10,42,62.00,496,63.20,5,100.00
10/12/2021 12:45,80,64.30,123,66.00,106,59.20,92,58.30,46,61.80,447,62.10,5,100.00
10/12/2021 12:50,73,64.80,119,65.30,104,58.20,100,57.50,49,61.40,445,61.40,5,100.00
10/12/2021 12:55,72,66.10,98,67.40,93,64.80,83,60.80,35,64.50,381,64.80,5,100.00
10/12/2021 13:00,84,65.40,113,67.60,105,63.00,100,58.00,49,65.30,451,63.70,5,100.00
10/12/2021 13:05,92,65.40,127,68.10,97,61.50,100,59.20,35,65.30,451,63.90,5,100.00
10/12/2021 13:10,87,66.20,125,67.10,110,60.00,108,59.10,37,63.60,467,63.10,5,100.00
10/12/2021 13:15,91,65.40,127,67.50,122,59.10,96,58.80,34,64.80,470,62.90,5,100.00
10/12/2021 13:20,108,64.40,128,67.60,104,59.90,103,57.30,39,64.70,482,62.80,5,100.00
10/12/2021 13:25,82,65.60,116,68.20,92,59.30,90,57.10,41,65.60,421,63.10,5,100.00
10/12/2021 13:30,88,65.30,109,67.20,103,59.30,90,59.50,39,65.50,429,63.10,5,100.00
10/12/2021 13:35,104,65.10,130,67.00,101,61.80,104,58.20,41,63.80,480,63.30,5,100.00
10/12/2021 13:40,109,64.60,138,66.80,118,60.80,102,56.70,43,62.10,510,62.50,5,100.00
10/12/2021 13:45,100,63.80,131,66.10,103,63.00,104,58.80,34,63.40,472,63.10,5,100.00
10/12/2021 13:50,109,64.80,140,66.50,119,61.20,110,58.90,59,63.40,537,63.10,5,100.00
10/12/2021 13:55,88,65.10,118,67.50,109,66.20,99,60.70,45,66.20,459,65.10,5,100.00
10/12/2021 14:00,99,65.10,121,66.90,112,63.30,116,58.30,53,66.20,501,63.70,5,100.00
10/12/2021 14:05,112,64.00,134,67.30,109,60.60,96,58.90,42,64.70,493,63.20,5,100.00
10/12/2021 14:10,102,65.00,138,67.90,118,65.00,97,58.90,36,65.10,491,64.60,5,100.00
10/12/2021 14:15,124,64.10,143,66.60,116,62.20,98,60.50,58,64.30,539,63.70,5,100.00
10/12/2021 14:20,138,63.40,141,65.60,110,62.90,123,59.00,52,64.20,564,63.00,5,100.00
10/12/2021 14:25,117,63.00,121,66.00,112,65.00,91,59.10,47,64.70,488,63.60,5,100.00
10/12/2021 14:30,115,62.90,123,65.90,120,67.20,103,59.50,35,65.20,496,64.10,5,100.00
10/12/2021 14:35,131,63.30,141,67.80,119,67.30,101,60.60,40,65.40,532,65.00,5,100.00
10/12/2021 14:40,122,63.50,138,66.80,111,66.10,100,60.20,42,65.70,513,64.50,5,100.00
10/12/2021 14:45,142,63.00,150,66.20,127,61.60,120,56.50,49,64.20,588,62.30,5,100.00
10/12/2021 14:50,112,63.20,138,67.00,113,62.90,104,58.00,41,65.20,508,63.30,5,100.00
10/12/2021 14:55,126,61.60,155,65.50,130,62.60,120,61.10,54,64.30,585,63.00,5,100.00
10/12/2021 15:00,76,63.30,128,66.20,110,64.20,97,62.70,46,63.10,457,64.20,5,100.00
10/12/2021 15:05,72,63.90,152,65.40,105,63.80,110,62.90,47,63.30,486,64.10,5,100.00
10/12/2021 15:10,99,61.90,174,64.40,142,64.10,128,59.10,60,61.70,603,62.50,5,100.00
10/12/2021 15:15,84,62.70,159,65.40,120,63.20,104,59.30,50,62.60,517,63.00,5,100.00
10/12/2021 15:20,101,61.80,161,63.90,133,63.40,104,59.80,51,62.80,550,62.50,5,100.00
10/12/2021 15:25,80,61.20,171,63.60,131,62.90,111,60.10,42,62.60,535,62.30,5,100.00
10/12/2021 15:30,69,61.60,152,64.50,119,64.10,115,60.10,49,65.20,504,63.10,5,100.00
10/12/2021 15:35,77,61.30,131,64.60,100,62.00,103,61.50,41,65.50,452,62.80,5,100.00
10/12/2021 15:40,70,63.10,150,65.50,129,63.70,114,62.70,55,66.10,518,64.20,5,100.00
10/12/2021 15:45,84,62.40,176,65.00,132,64.60,126,59.80,55,64.40,573,63.30,5,100.00
10/12/2021 15:50,122,61.10,172,64.60,121,65.50,121,61.30,52,62.90,588,63.20,5,100.00
10/12/2021 15:55,91,61.80,163,64.40,135,64.50,116,61.20,47,63.60,552,63.30,5,100.00
10/12/2021 16:00,72,61.50,136,64.20,121,64.90,126,62.50,57,63.20,512,63.50,5,100.00
10/12/2021 16:05,68,63.20,163,65.00,132,66.40,118,62.30,39,65.00,520,64.50,5,100.00
10/12/2021 16:10,84,61.80,167,64.50,127,66.00,115,62.10,44,63.40,537,63.80,5,100.00
10/12/2021 16:15,100,58.00,154,56.60,130,60.00,105,58.90,50,63.00,539,58.70,5,100.00
10/12/2021 16:20,103,41.20,109,37.50,93,40.70,96,39.80,84,51.30,485,41.70,5,100.00
10/12/2021 16:25,87,26.40,59,21.70,62,24.30,67,24.80,98,39.20,373,28.40,5,100.00
10/12/2021 16:30,82,18.50,69,14.80,68,16.40,61,16.00,90,33.80,370,20.70,5,100.00
10/12/2021 16:35,98,18.10,91,13.10,85,14.90,86,16.30,89,35.70,449,19.60,5,100.00
10/12/2021 16:40,114,19.10,99,13.40,96,16.20,98,17.80,71,36.40,478,19.60,5,100.00
10/12/2021 16:45,107,16.50,101,13.80,98,15.80,96,18.90,101,34.70,503,19.90,5,100.00
10/12/2021 16:50,95,15.00,92,12.50,86,15.10,89,18.50,96,37.50,458,19.90,5,100.00
10/12/2021 16:55,101,14.70,96,12.40,90,15.20,83,17.90,63,39.50,433,18.50,5,100.00
10/12/2021 17:00,109,16.30,100,12.90,101,17.10,96,18.20,88,37.60,494,19.90,5,100.00
10/12/2021 17:05,103,23.30,87,12.20,85,15.90,92,18.20,72,39.70,439,21.30,5,100.00
10/12/2021 17:10,116,22.90,91,11.60,78,13.90,92,17.80,93,39.50,470,21.50,5,100.00
10/12/2021 17:15,100,18.00,79,10.90,83,13.20,77,14.10,72,33.70,411,17.70,5,100.00
10/12/2021 17:20,105,16.00,98,12.40,95,14.70,91,15.90,92,33.70,481,18.40,5,100.00
10/12/2021 17:25,107,16.80,105,14.00,102,15.60,96,17.40,90,36.10,500,19.60,5,100.00
10/12/2021 17:30,115,20.80,124,19.20,117,21.30,111,23.40,100,39.90,567,24.40,5,100.00
10/12/2021 17:35,100,30.40,117,20.20,111,22.70,114,28.30,76,43.40,518,27.90,5,100.00
10/12/2021 17:40,125,32.50,128,23.20,116,23.40,127,29.60,60,44.80,556,29.10,5,100.00
10/12/2021 17:45,100,31.70,105,20.50,100,21.50,106,27.70,95,42.40,506,28.50,5,100.00
10/12/2021 17:50,96,37.10,119,21.40,109,23.00,102,32.30,75,45.90,501,30.60,5,100.00
10/12/2021 17:55,65,46.80,126,35.00,112,36.20,103,43.00,43,53.70,449,40.60,5,100.00
10/12/2021 18:00,60,56.90,111,52.00,99,53.90,88,54.90,44,60.00,402,54.70,5,100.00
10/12/2021 18:05,52,58.20,133,59.40,109,62.40,97,58.20,33,62.00,424,60.00,5,100.00
10/12/2021 18:10,54,59.70,136,63.50,121,65.00,101,60.40,49,65.10,461,62.90,5,100.00
10/12/2021 18:15,65,63.70,138,65.80,110,66.40,111,63.90,35,64.10,459,65.10,5,100.00
10/12/2021 18:20,64,63.50,179,65.30,129,65.10,105,62.30,42,62.60,519,64.20,5,100.00
10/12/2021 18:25,67,60.40,149,65.30,113,66.50,117,63.30,46,61.50,492,64.10,5,100.00
10/12/2021 18:30,57,62.70,139,65.30,121,67.00,102,62.90,50,61.80,469,64.50,5,100.00
10/12/2021 18:35,65,63.00,142,65.40,112,65.90,112,62.90,33,62.60,464,64.40,5,100.00
10/12/2021 18:40,70,63.70,129,65.70,117,67.80,106,63.30,41,62.70,463,65.10,5,100.00
10/12/2021 18:45,56,63.80,130,65.50,106,66.60,103,63.10,32,63.70,427,64.80,5,100.00
10/12/2021 18:50,68,63.50,136,65.80,102,65.10,97,63.70,48,64.20,451,64.70,5,100.00
10/12/2021 18:55,65,63.60,134,65.50,99,67.80,103,64.30,43,64.00,444,65.30,5,100.00
10/12/2021 19:00,67,64.40,120,67.80,100,69.70,91,67.70,30,63.60,408,67.40,5,100.00
10/12/2021 19:05,99,64.30,114,67.80,94,70.10,121,67.40,39,64.20,467,67.10,5,100.00
10/12/2021 19:10,101,63.90,132,67.30,112,66.30,104,65.40,44,61.10,493,65.40,5,100.00
10/12/2021 19:15,89,63.40,105,67.00,105,69.20,94,67.80,39,61.90,432,66.50,5,100.00
10/12/2021 19:20,76,64.40,108,67.60,104,68.20,87,66.70,32,62.90,407,66.60,5,100.00
10/12/2021 19:25,71,64.50,100,67.50,89,66.60,86,67.10,36,64.70,382,66.40,5,100.00
10/12/2021 19:30,82,62.70,118,65.40,100,60.90,90,58.30,17,35.60,407,60.90,5,100.00
10/12/2021 19:35,51,65.70,76,68.00,88,65.00,91,61.70,21,49.70,327,63.90,5,100.00
10/12/2021 19:40,51,66.80,87,69.60,79,67.50,74,62.20,18,57.20,309,66.10,5,100.00
10/12/2021 19:45,50,68.30,106,69.30,90,70.90,77,63.70,33,60.40,356,67.50,5,100.00
10/12/2021 19:50,47,63.40,88,68.70,87,71.10,85,65.60,19,62.50,326,67.40,5,100.00
10/12/2021 19:55,46,66.20,75,70.30,84,70.60,73,66.70,16,63.60,294,68.50,5,100.00
10/12/2021 20:00,35,71.40,67,72.30,86,70.70,95,67.80,25,63.70,308,69.70,5,100.00
10/12/2021 20:05,41,74.60,76,72.30,60,74.20,74,66.30,18,64.20,269,70.90,5,100.00
10/12/2021 20:10,51,75.50,79,72.40,76,70.70,75,68.40,23,63.90,304,70.90,5,100.00
10/12/2021 20:15,48,74.90,72,72.80,79,73.40,79,67.70,14,64.50,292,71.50,5,100.00
10/12/2021 20:20,40,78.10,73,72.60,66,72.00,63,68.90,22,64.70,264,71.70,5,100.00
10/12/2021 20:25,41,75.50,74,72.60,68,70.60,65,68.10,26,64.90,274,70.70,5,100.00
10/12/2021 20:30,34,76.20,83,73.50,64,73.50,68,67.80,13,64.90,262,71.90,5,100.00
10/12/2021 20:35,31,76.00,73,72.70,57,71.30,60,67.60,16,64.90,237,71.00,5,100.00
10/12/2021 20:40,35,75.60,66,73.80,70,72.10,59,68.50,20,64.70,250,71.60,5,100.00
10/12/2021 20:45,40,74.60,73,74.70,68,71.10,65,69.90,7,64.70,253,72.20,5,100.00
10/12/2021 20:50,31,76.50,63,74.20,79,70.50,73,68.60,13,64.70,259,71.30,5,100.00
10/12/2021 20:55,28,76.40,58,74.70,61,69.20,56,69.30,18,64.20,221,71.20,5,100.00
10/12/2021 21:00,23,76.40,64,74.10,54,67.20,54,69.70,20,64.10,215,70.60,5,100.00
10/12/2021 21:05,27,76.20,60,73.90,57,66.30,47,68.90,10,64.20,201,70.40,5,100.00
10/12/2021 21:10,14,76.40,55,73.60,60,71.30,50,69.80,15,64.10,194,71.40,5,100.00
10/12/2021 21:15,21,76.60,65,75.00,71,71.90,58,64.80,11,64.30,226,71.00,5,100.00
