5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 2 Flow (Veh/5 Minutes),Lane 3 Flow (Veh/5 Minutes),Flow (Veh/5 Minutes),# Lane Points,% Observed
10/12/2021 4:00,0,0,2,2,3,100.00
10/12/2021 4:05,0,0,1,1,3,100.00
10/12/2021 4:10,0,0,2,2,3,100.00
10/12/2021 4:15,0,0,0,0,3,100.00
10/12/2021 4:20,0,0,1,1,3,100.00
10/12/2021 4:25,0,0,0,0,3,100.00
10/12/2021 4:30,0,0,1,1,3,100.00
10/12/2021 4:35,0,0,1,1,3,100.00
10/12/2021 4:40,0,0,2,2,3,100.00
10/12/2021 4:45,0,0,2,2,3,100.00
10/12/2021 4:50,0,0,2,2,3,100.00
10/12/2021 4:55,0,0,2,2,3,100.00
10/12/2021 5:00,0,1,0,1,3,100.00
10/12/2021 5:05,0,1,4,5,3,100.00
10/12/2021 5:10,0,0,5,5,3,100.00
10/12/2021 5:15,0,0,4,4,3,100.00
10/12/2021 5:20,0,0,8,8,3,100.00
10/12/2021 5:25,0,0,4,4,3,100.00
10/12/2021 5:30,0,0,4,4,3,100.00
10/12/2021 5:35,0,0,2,2,3,100.00
10/12/2021 5:40,0,0,3,3,3,100.00
10/12/2021 5:45,0,2,5,7,3,100.00
10/12/2021 5:50,0,0,7,7,3,100.00
10/12/2021 5:55,0,0,7,7,3,100.00
10/12/2021 6:00,0,2,6,8,3,100.00
10/12/2021 6:05,0,1,5,6,3,100.00
10/12/2021 6:10,0,1,11,12,3,100.00
10/12/2021 6:15,0,2,3,5,3,100.00
10/12/2021 6:20,0,1,5,6,3,100.00
10/12/2021 6:25,0,1,8,9,3,100.00
10/12/2021 6:30,0,0,8,8,3,100.00
10/12/2021 6:35,0,1,15,16,3,100.00
10/12/2021 6:40,0,1,10,11,3,100.00
10/12/2021 6:45,0,2,13,15,3,100.00
10/12/2021 6:50,0,0,8,8,3,100.00
10/12/2021 6:55,0,0,11,11,3,100.00
10/12/2021 7:00,0,4,10,14,3,100.00
10/12/2021 7:05,0,2,7,9,3,100.00
10/12/2021 7:10,0,0,16,16,3,100.00
10/12/2021 7:15,0,1,19,20,3,100.00
10/12/2021 7:20,0,1,13,14,3,100.00
10/12/2021 7:25,0,3,26,29,3,100.00
10/12/2021 7:30,0,3,24,27,3,100.00
10/12/2021 7:35,0,2,15,17,3,100.00
10/12/2021 7:40,0,4,20,24,3,100.00
10/12/2021 7:45,1,6,29,36,3,100.00
10/12/2021 7:50,1,5,21,27,3,100.00
10/12/2021 7:55,0,4,25,29,3,100.00
10/12/2021 8:00,0,4,20,24,3,100.00
10/12/2021 8:05,0,7,27,34,3,100.00
10/12/2021 8:10,2,9,33,44,3,100.00
10/12/2021 8:15,0,7,39,46,3,100.00
10/12/2021 8:20,0,5,38,43,3,100.00
10/12/2021 8:25,0,10,43,53,3,100.00
10/12/2021 8:30,2,4,27,33,3,100.00
10/12/2021 8:35,2,3,44,49,3,100.00
10/12/2021 8:40,1,12,45,58,3,100.00
10/12/2021 8:45,3,7,38,48,3,100.00
10/12/2021 8:50,0,6,27,33,3,100.00
10/12/2021 8:55,0,3,25,28,3,100.00
10/12/2021 9:00,0,4,32,36,3,100.00
10/12/2021 9:05,1,4,36,41,3,100.00
10/12/2021 9:10,1,2,31,34,3,100.00
10/12/2021 9:15,0,5,27,32,3,100.00
10/12/2021 9:20,1,6,24,31,3,100.00
10/12/2021 9:25,0,1,33,34,3,100.00
10/12/2021 9:30,0,4,20,24,3,100.00
10/12/2021 9:35,0,3,25,28,3,100.00
10/12/2021 9:40,1,6,28,35,3,100.00
10/12/2021 9:45,0,6,28,34,3,100.00
10/12/2021 9:50,0,6,23,29,3,100.00
10/12/2021 9:55,0,6,18,24,3,100.00
10/12/2021 10:00,0,4,24,28,3,100.00
10/12/2021 10:05,1,8,37,46,3,100.00
10/12/2021 10:10,0,8,24,32,3,100.00
10/12/2021 10:15,0,8,33,41,3,100.00
10/12/2021 10:20,0,5,19,24,3,100.00
10/12/2021 10:25,0,4,24,28,3,100.00
10/12/2021 10:30,0,9,34,43,3,100.00
10/12/2021 10:35,0,7,27,34,3,100.00
10/12/2021 10:40,1,3,37,41,3,100.00
10/12/2021 10:45,0,4,29,33,3,100.00
10/12/2021 10:50,0,3,22,25,3,100.00
10/12/2021 10:55,0,2,31,33,3,100.00
10/12/2021 11:00,0,1,25,26,3,100.00
10/12/2021 11:05,0,5,22,27,3,100.00
10/12/2021 11:10,2,4,28,34,3,100.00
10/12/2021 11:15,0,3,24,27,3,100.00
10/12/2021 11:20,0,5,21,26,3,100.00
10/12/2021 11:25,0,1,29,30,3,100.00
10/12/2021 11:30,0,6,30,36,3,100.00
10/12/2021 11:35,0,5,33,38,3,100.00
10/12/2021 11:40,0,2,24,26,3,100.00
10/12/2021 11:45,0,4,26,30,3,100.00
10/12/2021 11:50,0,6,26,32,3,100.00
10/12/2021 11:55,1,7,29,37,3,100.00
10/12/2021 12:00,0,8,23,31,3,100.00
10/12/2021 12:05,0,7,40,47,3,100.00
10/12/2021 12:10,0,5,33,38,3,100.00
10/12/2021 12:15,0,7,33,40,3,100.00
10/12/2021 12:20,0,10,33,43,3,100.00
10/12/2021 12:25,2,3,29,34,3,100.00
10/12/2021 12:30,0,6,19,25,3,100.00
10/12/2021 12:35,0,2,32,34,3,100.00
10/12/2021 12:40,0,3,19,22,3,100.00
10/12/2021 12:45,0,4,35,39,3,100.00
10/12/2021 12:50,1,1,40,42,3,100.00
10/12/2021 12:55,0,10,39,49,3,100.00
10/12/2021 13:00,1,4,29,34,3,100.00
10/12/2021 13:05,0,6,32,38,3,100.00
10/12/2021 13:10,0,8,24,32,3,100.00
10/12/2021 13:15,0,8,42,50,3,100.00
10/12/2021 13:20,0,5,31,36,3,100.00
10/12/2021 13:25,1,8,47,56,3,100.00
10/12/2021 13:30,0,4,26,30,3,100.00
10/12/2021 13:35,0,13,38,51,3,100.00
10/12/2021 13:40,1,7,28,36,3,100.00
10/12/2021 13:45,0,9,42,51,3,100.00
10/12/2021 13:50,0,8,27,35,3,100.00
10/12/2021 13:55,1,6,33,40,3,100.00
10/12/2021 14:00,0,2,38,40,3,100.00
10/12/2021 14:05,1,8,44,53,3,100.00
10/12/2021 14:10,0,3,33,36,3,100.00
10/12/2021 14:15,0,12,35,47,3,100.00
10/12/2021 14:20,0,11,27,38,3,100.00
10/12/2021 14:25,0,7,30,37,3,100.00
10/12/2021 14:30,1,10,23,34,3,100.00
10/12/2021 14:35,1,10,37,48,3,100.00
10/12/2021 14:40,2,8,40,50,3,100.00
10/12/2021 14:45,0,12,50,62,3,100.00
10/12/2021 14:50,1,12,30,43,3,100.00
10/12/2021 14:55,0,9,27,36,3,100.00
10/12/2021 15:00,2,11,45,58,3,100.00
10/12/2021 15:05,4,14,28,46,3,100.00
10/12/2021 15:10,8,15,24,47,3,100.00
10/12/2021 15:15,13,15,23,51,3,100.00
10/12/2021 15:20,8,16,21,45,3,100.00
10/12/2021 15:25,11,18,22,51,3,100.00
10/12/2021 15:30,11,17,23,51,3,100.00
10/12/2021 15:35,12,20,26,58,3,100.00
10/12/2021 15:40,8,18,19,45,3,100.00
10/12/2021 15:45,11,21,22,54,3,100.00
10/12/2021 15:50,11,23,26,60,3,100.00
10/12/2021 15:55,10,23,26,59,3,100.00
10/12/2021 16:00,8,22,24,54,3,100.00
10/12/2021 16:05,9,19,21,49,3,100.00
10/12/2021 16:10,13,19,25,57,3,100.00
10/12/2021 16:15,10,19,22,51,3,100.00
10/12/2021 16:20,4,13,24,41,3,100.00
10/12/2021 16:25,5,13,19,37,3,100.00
10/12/2021 16:30,14,14,20,48,3,100.00
10/12/2021 16:35,7,9,15,31,3,100.00
10/12/2021 16:40,6,11,22,39,3,100.00
10/12/2021 16:45,7,16,17,40,3,100.00
10/12/2021 16:50,7,16,18,41,3,100.00
10/12/2021 16:55,6,14,20,40,3,100.00
10/12/2021 17:00,12,16,20,48,3,100.00
10/12/2021 17:05,4,18,19,41,3,100.00
10/12/2021 17:10,18,19,22,59,3,100.00
10/12/2021 17:15,10,12,18,40,3,100.00
10/12/2021 17:20,11,20,27,58,3,100.00
10/12/2021 17:25,8,21,23,52,3,100.00
10/12/2021 17:30,11,13,22,46,3,100.00
10/12/2021 17:35,19,20,21,60,3,100.00
10/12/2021 17:40,14,23,23,60,3,100.00
10/12/2021 17:45,17,15,18,50,3,100.00
10/12/2021 17:50,6,16,21,43,3,100.00
10/12/2021 17:55,9,16,19,44,3,100.00
10/12/2021 18:00,10,18,26,54,3,100.00
10/12/2021 18:05,6,17,27,50,3,100.00
10/12/2021 18:10,4,13,22,39,3,100.00
10/12/2021 18:15,4,17,26,47,3,100.00
10/12/2021 18:20,4,15,22,41,3,100.00
10/12/2021 18:25,6,17,24,47,3,100.00
10/12/2021 18:30,8,15,16,39,3,100.00
10/12/2021 18:35,5,14,22,41,3,100.00
10/12/2021 18:40,7,18,19,44,3,100.00
10/12/2021 18:45,5,18,27,50,3,100.00
10/12/2021 18:50,4,18,23,45,3,100.00
10/12/2021 18:55,0,8,31,39,3,100.00
10/12/2021 19:00,0,9,25,34,3,100.00
10/12/2021 19:05,2,7,33,42,3,100.00
10/12/2021 19:10,1,16,33,50,3,100.00
10/12/2021 19:15,1,9,34,44,3,100.00
10/12/2021 19:20,0,3,26,29,3,100.00
10/12/2021 19:25,1,7,20,28,3,100.00
10/12/2021 19:30,0,5,25,30,3,100.00
10/12/2021 19:35,0,3,21,24,3,100.00
10/12/2021 19:40,1,0,25,26,3,100.00
10/12/2021 19:45,0,5,19,24,3,100.00
10/12/2021 19:50,0,5,24,29,3,100.00
10/12/2021 19:55,0,3,27,30,3,100.00
10/12/2021 20:00,0,2,14,16,3,100.00
10/12/2021 20:05,1,4,24,29,3,100.00
10/12/2021 20:10,0,9,22,31,3,100.00
10/12/2021 20:15,0,4,20,24,3,100.00
10/12/2021 20:20,0,6,28,34,3,100.00
10/12/2021 20:25,0,7,18,25,3,100.00
10/12/2021 20:30,0,2,23,25,3,100.00
10/12/2021 20:35,0,5,14,19,3,100.00
10/12/2021 20:40,0,5,13,18,3,100.00
10/12/2021 20:45,0,4,16,20,3,100.00
10/12/2021 20:50,0,2,21,23,3,100.00
10/12/2021 20:55,0,2,15,17,3,100.00
10/12/2021 21:00,0,3,13,16,3,100.00
10/12/2021 21:05,0,1,16,17,3,100.00
10/12/2021 21:10,0,3,8,11,3,100.00
10/12/2021 21:15,0,3,13,16,3,100.00
10/12/2021 21:20,0,5,15,20,3,100.00
10/12/2021 21:25,0,1,15,16,3,100.00
10/12/2021 21:30,0,0,10,10,3,100.00
10/12/2021 21:35,0,0,11,11,3,100.00
10/12/2021 21:40,0,1,15,16,3,100.00
10/12/2021 21:45,0,4,17,21,3,100.00
10/12/2021 21:50,0,4,17,21,3,100.00
10/12/2021 21:55,0,1,13,14,3,100.00
10/12/2021 22:00,0,2,10,12,3,100.00
10/12/2021 22:05,0,2,6,8,3,100.00
10/12/2021 22:10,0,1,11,12,3,100.00
10/12/2021 22:15,0,2,13,15,3,100.00
10/12/2021 22:20,0,4,10,14,3,100.00
10/12/2021 22:25,0,1,12,13,3,100.00
10/12/2021 22:30,0,0,15,15,3,100.00
10/12/2021 22:35,0,1,10,11,3,100.00
10/12/2021 22:40,0,3,14,17,3,100.00
10/12/2021 22:45,0,1,9,10,3,100.00
10/12/2021 22:50,0,1,8,9,3,100.00
10/12/2021 22:55,0,0,3,3,3,100.00
10/12/2021 23:00,0,2,10,12,3,100.00
10/12/2021 23:05,0,0,11,11,3,100.00
10/12/2021 23:10,0,0,11,11,3,100.00
10/12/2021 23:15,0,1,6,7,3,100.00
10/12/2021 23:20,0,1,9,10,3,100.00
10/12/2021 23:25,0,2,8,10,3,100.00
10/12/2021 23:30,0,0,6,6,3,100.00
10/12/2021 23:35,0,0,7,7,3,100.00
10/12/2021 23:40,0,1,3,4,3,100.00
10/12/2021 23:45,0,1,1,2,3,100.00
10/12/2021 23:50,0,2,7,9,3,100.00
10/12/2021 23:55,0,1,6,7,3,100.00
10/13/2021 0:00,0,1,4,5,3,100.00
10/13/2021 0:05,0,0,6,6,3,100.00
10/13/2021 0:10,0,0,4,4,3,100.00
10/13/2021 0:15,0,0,6,6,3,100.00
10/13/2021 0:20,0,2,5,7,3,100.00
10/13/2021 0:25,0,0,2,2,3,100.00
10/13/2021 0:30,0,0,2,2,3,100.00
10/13/2021 0:35,0,0,3,3,3,100.00
10/13/2021 0:40,0,0,2,2,3,100.00
10/13/2021 0:45,0,0,0,0,3,100.00
10/13/2021 0:50,0,0,2,2,3,100.00
10/13/2021 0:55,0,0,1,1,3,100.00
10/13/2021 1:00,0,0,2,2,3,100.00
10/13/2021 1:05,0,1,2,3,3,100.00
10/13/2021 1:10,0,0,3,3,3,100.00
10/13/2021 1:15,0,1,1,2,3,100.00
10/13/2021 1:20,0,0,2,2,3,100.00
10/13/2021 1:25,0,0,1,1,3,100.00
10/13/2021 1:30,0,0,6,6,3,100.00
10/13/2021 1:35,0,0,0,0,3,100.00
10/13/2021 1:40,0,0,2,2,3,100.00
10/13/2021 1:45,0,1,1,2,3,100.00
10/13/2021 1:50,0,0,6,6,3,100.00
10/13/2021 1:55,0,1,0,1,3,100.00
10/13/2021 2:00,0,1,4,5,3,100.00
10/13/2021 2:05,0,0,3,3,3,100.00
10/13/2021 2:10,0,0,0,0,3,100.00
10/13/2021 2:15,0,1,3,4,3,100.00
10/13/2021 2:20,0,0,1,1,3,100.00
10/13/2021 2:25,0,0,1,1,3,100.00
10/13/2021 2:30,0,0,0,0,3,100.00
10/13/2021 2:35,0,4,4,8,3,100.00
10/13/2021 2:40,0,0,3,3,3,100.00
10/13/2021 2:45,0,1,2,3,3,100.00
10/13/2021 2:50,0,0,0,0,3,100.00
10/13/2021 2:55,0,0,0,0,3,100.00
10/13/2021 3:00,0,0,1,1,3,100.00
10/13/2021 3:05,0,1,0,1,3,100.00
10/13/2021 3:10,0,0,1,1,3,100.00
10/13/2021 3:15,0,0,0,0,3,100.00
10/13/2021 3:20,0,0,1,1,3,100.00
10/13/2021 3:25,0,1,0,1,3,100.00
10/13/2021 3:30,0,0,2,2,3,100.00
10/13/2021 3:35,0,0,2,2,3,100.00
10/13/2021 3:40,0,0,0,0,3,100.00
10/13/2021 3:45,0,1,1,2,3,100.00
10/13/2021 3:50,0,0,0,0,3,100.00
10/13/2021 3:55,0,0,0,0,3,100.00
10/13/2021 4:00,0,0,0,0,3,100.00
10/13/2021 4:05,0,0,2,2,3,100.00
10/13/2021 4:10,0,0,1,1,3,100.00
10/13/2021 4:15,0,0,0,0,3,100.00
10/13/2021 4:20,0,0,1,1,3,100.00
10/13/2021 4:25,0,1,1,2,3,100.00
10/13/2021 4:30,0,0,1,1,3,100.00
10/13/2021 4:35,0,0,1,1,3,100.00
10/13/2021 4:40,0,0,1,1,3,100.00
10/13/2021 4:45,0,1,4,5,3,100.00
10/13/2021 4:50,0,0,4,4,3,100.00
10/13/2021 4:55,0,0,2,2,3,100.00
10/13/2021 5:00,0,1,3,4,3,100.00
10/13/2021 5:05,0,0,2,2,3,100.00
10/13/2021 5:10,0,1,0,1,3,100.00
10/13/2021 5:15,0,1,6,7,3,100.00
10/13/2021 5:20,0,1,2,3,3,100.00
10/13/2021 5:25,0,0,4,4,3,100.00
10/13/2021 5:30,0,2,1,3,3,100.00
10/13/2021 5:35,0,0,3,3,3,100.00
10/13/2021 5:40,0,0,4,4,3,100.00
10/13/2021 5:45,0,2,8,10,3,100.00
10/13/2021 5:50,1,0,7,8,3,100.00
10/13/2021 5:55,0,0,3,3,3,100.00
10/13/2021 6:00,0,0,3,3,3,100.00
10/13/2021 6:05,0,0,6,6,3,100.00
10/13/2021 6:10,0,2,4,6,3,100.00
10/13/2021 6:15,0,0,4,4,3,100.00
10/13/2021 6:20,0,2,6,8,3,100.00
10/13/2021 6:25,0,1,6,7,3,100.00
10/13/2021 6:30,0,0,9,9,3,100.00
10/13/2021 6:35,0,0,9,9,3,100.00
10/13/2021 6:40,0,0,6,6,3,100.00
10/13/2021 6:45,0,3,7,10,3,100.00
10/13/2021 6:50,0,4,10,14,3,100.00
10/13/2021 6:55,0,1,7,8,3,100.00
10/13/2021 7:00,0,1,6,7,3,100.00
10/13/2021 7:05,0,1,8,9,3,100.00
10/13/2021 7:10,0,1,11,12,3,100.00
10/13/2021 7:15,0,2,11,13,3,100.00
10/13/2021 7:20,0,2,14,16,3,100.00
10/13/2021 7:25,0,1,11,12,3,100.00
10/13/2021 7:30,0,3,13,16,3,100.00
10/13/2021 7:35,0,3,8,11,3,100.00
10/13/2021 7:40,0,10,23,33,3,100.00
10/13/2021 7:45,0,6,27,33,3,100.00
10/13/2021 7:50,0,5,18,23,3,100.00
10/13/2021 7:55,0,6,30,36,3,100.00
10/13/2021 8:00,1,8,24,33,3,100.00
10/13/2021 8:05,0,5,27,32,3,100.00
10/13/2021 8:10,0,6,40,46,3,100.00
10/13/2021 8:15,1,10,38,49,3,100.00
10/13/2021 8:20,2,6,33,41,3,100.00
10/13/2021 8:25,0,10,32,42,3,100.00
10/13/2021 8:30,1,6,33,40,3,100.00
10/13/2021 8:35,0,3,41,44,3,100.00
10/13/2021 8:40,0,7,40,47,3,100.00
10/13/2021 8:45,0,8,32,40,3,100.00
10/13/2021 8:50,0,4,26,30,3,100.00
10/13/2021 8:55,0,10,28,38,3,100.00
10/13/2021 9:00,0,9,35,44,3,100.00
10/13/2021 9:05,0,5,20,25,3,100.00
10/13/2021 9:10,0,8,23,31,3,100.00
10/13/2021 9:15,0,6,26,32,3,100.00
10/13/2021 9:20,0,4,17,21,3,100.00
10/13/2021 9:25,1,6,29,36,3,100.00
10/13/2021 9:30,0,3,23,26,3,100.00
10/13/2021 9:35,1,6,14,21,3,100.00
10/13/2021 9:40,0,5,32,37,3,100.00
10/13/2021 9:45,0,3,33,36,3,100.00
10/13/2021 9:50,0,4,24,28,3,100.00
10/13/2021 9:55,0,7,28,35,3,100.00
10/13/2021 10:00,0,6,27,33,3,100.00
10/13/2021 10:05,1,4,22,27,3,100.00
10/13/2021 10:10,0,12,29,41,3,100.00
10/13/2021 10:15,0,1,21,22,3,100.00
10/13/2021 10:20,0,5,27,32,3,100.00
10/13/2021 10:25,0,2,22,24,3,100.00
10/13/2021 10:30,0,6,17,23,3,100.00
10/13/2021 10:35,0,4,21,25,3,100.00
10/13/2021 10:40,0,2,23,25,3,100.00
10/13/2021 10:45,1,4,33,38,3,100.00
10/13/2021 10:50,1,7,32,40,3,100.00
10/13/2021 10:55,1,4,20,25,3,100.00
10/13/2021 11:00,0,7,36,43,3,100.00
10/13/2021 11:05,0,3,32,35,3,100.00
10/13/2021 11:10,0,8,26,34,3,100.00
10/13/2021 11:15,0,6,41,47,3,100.00
10/13/2021 11:20,1,7,26,34,3,100.00
10/13/2021 11:25,0,5,22,27,3,100.00
10/13/2021 11:30,1,10,37,48,3,100.00
10/13/2021 11:35,0,4,32,36,3,100.00
10/13/2021 11:40,0,6,38,44,3,100.00
10/13/2021 11:45,0,4,33,37,3,100.00
10/13/2021 11:50,0,7,27,34,3,100.00
10/13/2021 11:55,0,2,25,27,3,100.00
10/13/2021 12:00,0,8,33,41,3,100.00
10/13/2021 12:05,0,5,34,39,3,100.00
10/13/2021 12:10,0,6,41,47,3,100.00
10/13/2021 12:15,0,6,27,33,3,100.00
10/13/2021 12:20,0,9,25,34,3,100.00
10/13/2021 12:25,1,9,27,37,3,100.00
10/13/2021 12:30,0,5,22,27,3,100.00
10/13/2021 12:35,0,7,30,37,3,100.00
10/13/2021 12:40,0,8,36,44,3,100.00
10/13/2021 12:45,0,5,35,40,3,100.00
10/13/2021 12:50,0,9,39,48,3,100.00
10/13/2021 12:55,0,6,42,48,3,100.00
10/13/2021 13:00,0,9,32,41,3,100.00
10/13/2021 13:05,0,6,40,46,3,100.00
10/13/2021 13:10,1,9,45,55,3,100.00
10/13/2021 13:15,0,7,36,43,3,100.00
10/13/2021 13:20,0,2,37,39,3,100.00
10/13/2021 13:25,0,14,38,52,3,100.00
10/13/2021 13:30,0,11,38,49,3,100.00
10/13/2021 13:35,0,8,27,35,3,100.00
10/13/2021 13:40,0,10,38,48,3,100.00
10/13/2021 13:45,1,10,48,59,3,100.00
10/13/2021 13:50,0,11,37,48,3,100.00
10/13/2021 13:55,0,7,48,55,3,100.00
10/13/2021 14:00,1,6,42,49,3,100.00
10/13/2021 14:05,0,7,35,42,3,100.00
10/13/2021 14:10,0,6,39,45,3,100.00
10/13/2021 14:15,0,8,44,52,3,100.00
10/13/2021 14:20,1,11,40,52,3,100.00
10/13/2021 14:25,0,8,38,46,3,100.00
10/13/2021 14:30,0,5,29,34,3,100.00
10/13/2021 14:35,1,4,12,17,3,100.00
10/13/2021 14:40,2,11,48,61,3,100.00
10/13/2021 14:45,3,10,36,49,3,100.00
10/13/2021 14:50,0,7,37,44,3,100.00
10/13/2021 14:55,2,15,43,60,3,100.00
10/13/2021 15:00,6,9,25,40,3,100.00
10/13/2021 15:05,4,18,19,41,3,100.00
10/13/2021 15:10,12,20,24,56,3,100.00
10/13/2021 15:15,6,20,23,49,3,100.00
10/13/2021 15:20,5,13,23,41,3,100.00
10/13/2021 15:25,8,17,24,49,3,100.00
10/13/2021 15:30,6,16,18,40,3,100.00
10/13/2021 15:35,9,20,24,53,3,100.00
10/13/2021 15:40,10,15,20,45,3,100.00
10/13/2021 15:45,11,18,26,55,3,100.00
10/13/2021 15:50,11,28,27,66,3,100.00
10/13/2021 15:55,10,27,26,63,3,100.00
10/13/2021 16:00,9,22,27,58,3,100.00
10/13/2021 16:05,9,22,28,59,3,100.00
10/13/2021 16:10,11,21,25,57,3,100.00
10/13/2021 16:15,4,18,24,46,3,100.00
10/13/2021 16:20,11,20,21,52,3,100.00
10/13/2021 16:25,9,16,24,49,3,100.00
10/13/2021 16:30,10,12,21,43,3,100.00
10/13/2021 16:35,6,17,20,43,3,100.00
10/13/2021 16:40,9,14,21,44,3,100.00
10/13/2021 16:45,6,15,18,39,3,100.00
10/13/2021 16:50,6,20,20,46,3,100.00
10/13/2021 16:55,14,18,22,54,3,100.00
10/13/2021 17:00,12,19,27,58,3,100.00
10/13/2021 17:05,12,16,23,51,3,100.00
10/13/2021 17:10,13,22,24,59,3,100.00
10/13/2021 17:15,18,21,20,59,3,100.00
10/13/2021 17:20,12,22,23,57,3,100.00
10/13/2021 17:25,11,19,20,50,3,100.00
10/13/2021 17:30,7,21,22,50,3,100.00
10/13/2021 17:35,17,21,24,62,3,100.00
10/13/2021 17:40,16,16,17,49,3,100.00
10/13/2021 17:45,2,9,15,26,3,100.00
10/13/2021 17:50,7,14,14,35,3,100.00
10/13/2021 17:55,13,16,21,50,3,100.00
10/13/2021 18:00,10,17,16,43,3,100.00
10/13/2021 18:05,13,21,18,52,3,100.00
10/13/2021 18:10,13,18,21,52,3,100.00
10/13/2021 18:15,7,19,17,43,3,100.00
10/13/2021 18:20,13,17,20,50,3,100.00
10/13/2021 18:25,4,18,22,44,3,100.00
10/13/2021 18:30,5,22,23,50,3,100.00
10/13/2021 18:35,6,18,19,43,3,100.00
10/13/2021 18:40,6,17,21,44,3,100.00
10/13/2021 18:45,3,14,18,35,3,100.00
10/13/2021 18:50,3,8,18,29,3,100.00
10/13/2021 18:55,2,12,20,34,3,100.00
10/13/2021 19:00,1,10,30,41,3,100.00
10/13/2021 19:05,1,11,30,42,3,100.00
10/13/2021 19:10,0,7,33,40,3,100.00
10/13/2021 19:15,0,8,32,40,3,100.00
10/13/2021 19:20,0,4,42,46,3,100.00
10/13/2021 19:25,1,4,37,42,3,100.00
10/13/2021 19:30,0,6,26,32,3,100.00
10/13/2021 19:35,0,4,29,33,3,100.00
10/13/2021 19:40,0,6,27,33,3,100.00
10/13/2021 19:45,0,10,32,42,3,100.00
10/13/2021 19:50,0,1,28,29,3,100.00
10/13/2021 19:55,0,3,28,31,3,100.00
10/13/2021 20:00,0,6,28,34,3,100.00
10/13/2021 20:05,0,8,18,26,3,100.00
10/13/2021 20:10,0,5,25,30,3,100.00
10/13/2021 20:15,0,7,21,28,3,100.00
10/13/2021 20:20,0,3,24,27,3,100.00
10/13/2021 20:25,0,4,28,32,3,100.00
10/13/2021 20:30,0,2,19,21,3,100.00
10/13/2021 20:35,0,3,16,19,3,100.00
10/13/2021 20:40,0,7,12,19,3,100.00
10/13/2021 20:45,0,3,23,26,3,100.00
10/13/2021 20:50,0,5,21,26,3,100.00
10/13/2021 20:55,1,6,22,29,3,100.00
10/13/2021 21:00,0,3,19,22,3,100.00
10/13/2021 21:05,0,2,12,14,3,100.00
10/13/2021 21:10,0,5,21,26,3,100.00
10/13/2021 21:15,0,3,21,24,3,100.00
10/13/2021 21:20,0,1,21,22,3,100.00
10/13/2021 21:25,0,1,19,20,3,100.00
10/13/2021 21:30,0,2,13,15,3,100.00
10/13/2021 21:35,0,3,18,21,3,100.00
10/13/2021 21:40,0,1,11,12,3,100.00
10/13/2021 21:45,0,3,14,17,3,100.00
10/13/2021 21:50,0,5,16,21,3,100.00
10/13/2021 21:55,0,4,10,14,3,100.00
